iter	Passed	Remaining
418	2647	3670
419	2653	3664
420	2659	3657
421	2665	3651
422	2671	3644
423	2678	3639
424	2686	3634
425	2692	3627
426	2700	3623
427	2706	3617
428	2712	3610
429	2719	3604
430	2724	3597
431	2730	3590
432	2738	3585
433	2748	3584
434	2757	3581
435	2764	3576
436	2771	3570
437	2777	3563
438	2782	3556
439	2788	3548
440	2793	3541
441	2799	3534
442	2805	3526
443	2809	3518
444	2816	3512
445	2821	3504
446	2827	3498
447	2834	3492
448	2840	3485
449	2845	3478
450	2852	3471
451	2857	3463
452	2862	3456
453	2867	3448
454	2872	3441
455	2878	3434
456	2883	3426
457	2888	3418
458	2895	3412
459	2901	3406
460	2907	3399
461	2912	3391
462	2918	3384
463	2924	3377
464	2930	3371
465	2936	3365
466	2945	3361
467	2951	3355
468	2958	3349
469	2965	3343
470	2970	3336
471	2976	3329
472	2981	3321
473	2986	3314
474	2991	3306
475	2996	3299
476	3002	3291
477	3008	3285
478	3013	3278
479	3019	3270
480	3025	3264
481	3031	3257
482	3036	3250
483	3044	3245
484	3050	3239
485	3057	3233
486	3062	3225
487	3068	3219
488	3073	3212
489	3079	3204
490	3084	3197
491	3090	3190
492	3096	3184
493	3101	3176
494	3108	3170
495	3114	3164
496	3120	3157
497	3125	3150
498	3131	3143
499	3136	3136
500	3141	3129
501	3146	3121
502	3151	3114
503	3157	3107
504	3163	3100
505	3168	3093
506	3174	3086
507	3180	3080
508	3186	3073
509	3192	3067
510	3199	3061
511	3205	3055
512	3211	3048
513	3216	3041
514	3221	3034
515	3227	3027
516	3232	3019
517	3237	3012
518	3243	3006
519	3249	2999
520	3254	2992
521	3259	2985
522	3265	2978
523	3270	2971
524	3275	2963
525	3281	2956
526	3287	2950
527	3293	2943
528	3298	2937
529	3304	2930
530	3311	2924
531	3316	2917
532	3321	2910
533	3327	2903
534	3332	2896
535	3338	2889
536	3343	2882
537	3348	2875
538	3353	2868
539	3358	2861
540	3364	2854
541	3369	2847
542	3375	2840
543	3380	2833
544	3385	2826
545	3392	2820
546	3397	2813
547	3403	2807
548	3408	2800
549	3414	2793
550	3419	2786
551	3424	2779
552	3430	2772
553	3435	2766
554	3441	2759
555	3447	2752
556	3453	2746
557	3458	2739
558	3463	2732
559	3468	2725
560	3474	2718
561	3480	2712
562	3486	2706
563	3491	2699
564	3497	2692
565	3504	2687
566	3509	2680
567	3515	2673
568	3521	2667
569	3527	2660
570	3533	2654
571	3538	2647
572	3543	2640
573	3549	2634
574	3554	2627
575	3559	2620
576	3564	2613
577	3570	2606
578	3575	2599
579	3580	2592
580	3587	2587
581	3592	2580
582	3598	2573
583	3603	2566
584	3608	2560
585	3613	2553
586	3618	2546
587	3623	2539
588	3628	2532
589	3634	2525
590	3639	2518
591	3645	2512
592	3651	2506
593	3657	2499
594	3662	2492
595	3667	2486
596	3673	2479
597	3678	2472
598	3684	2466
599	3689	2459
600	3694	2453
601	3700	2446
602	3705	2439
603	3710	2433
604	3717	2426
605	3722	2420
606	3727	2413
607	3734	2407
608	3739	2400
609	3745	2394
610	3750	2387
611	3755	2380
612	3761	2374
613	3766	2367
614	3771	2360
615	3776	2354
616	3782	2348
617	3788	2341
618	3793	2334
619	3799	2328
620	3805	2322
621	3810	2315
622	3815	2309
623	3821	2302
624	3826	2295
625	3831	2289
626	3836	2282
627	3842	2276
628	3848	2270
629	3854	2263
630	3861	2258
631	3867	2252
632	3872	2245
633	3877	2238
634	3883	2232
635	3888	2225
636	3893	2218
637	3898	2212
638	3903	2205
639	3909	2198
640	3915	2192
641	3920	2186
642	3926	2180
643	3932	2174
644	3937	2167
645	3943	2161
646	3948	2154
647	3953	2147
648	3959	2141
649	3964	2134
650	3969	2127
651	3974	2121
652	3980	2115
653	3985	2108
654	3989	2101
655	3996	2095
656	4001	2089
657	4007	2083
658	4012	2076
659	4018	2069
660	4023	2063
661	4028	2056
662	4034	2050
663	4039	2044
664	4045	2037
665	4050	2031
666	4055	2024
667	4061	2018
668	4066	2012
669	4072	2005
670	4079	2000
671	4084	1993
672	4089	1987
673	4095	1980
674	4100	1974
675	4106	1968
676	4111	1961
677	4116	1955
678	4122	1949
679	4128	1942
680	4133	1936
681	4140	1930
682	4146	1924
683	4151	1918
684	4157	1911
685	4162	1905
686	4167	1898
687	4172	1892
688	4178	1886
689	4183	1879
690	4188	1873
691	4194	1866
692	4199	1860
693	4206	1854
694	4211	1848
695	4216	1841
696	4222	1835
697	4228	1829
698	4233	1822
699	4238	1816
700	4243	1810
701	4248	1803
702	4254	1797
703	4260	1791
704	4264	1784
705	4271	1778
706	4277	1772
707	4281	1765
708	4287	1759
709	4292	1753
710	4297	1746
711	4303	1740
712	4308	1734
713	4313	1727
714	4319	1721
715	4324	1715
716	4329	1708
717	4335	1702
718	4342	1696
719	4347	1690
720	4353	1684
721	4357	1677
722	4362	1671
723	4368	1665
724	4373	1658
725	4378	1652
726	4384	1646
727	4390	1640
728	4395	1634
729	4401	1627
730	4407	1621
731	4412	1615
732	4418	1609
733	4423	1603
734	4429	1596
735	4434	1590
736	4440	1584
737	4445	1578
738	4451	1572
739	4456	1565
740	4461	1559
741	4468	1553
742	4474	1547
743	4479	1541
744	4485	1535
745	4491	1529
746	4496	1522
747	4502	1516
748	4507	1510
749	4513	1504
750	4519	1498
751	4524	1492
752	4529	1485
753	4536	1480
754	4541	1473
755	4547	1467
756	4553	1461
757	4558	1455
758	4564	1449
759	4569	1442
760	4574	1436
761	4579	1430
762	4584	1424
763	4590	1417
764	4595	1411
765	4600	1405
766	4606	1399
767	4612	1393
768	4618	1387
769	4624	1381
770	4629	1375
771	4634	1368
772	4639	1362
773	4645	1356
774	4650	1350
775	4655	1343
776	4661	1337
777	4667	1331
778	4672	1325
779	4677	1319
780	4684	1313
781	4689	1307
782	4695	1301
783	4700	1294
784	4706	1288
785	4712	1282
786	4717	1276
787	4723	1270
788	4728	1264
789	4734	1258
790	4739	1252
791	4745	1246
792	4751	1240
793	4756	1234
794	4763	1228
795	4769	1222
796	4774	1216
797	4779	1209
798	4785	1203
799	4790	1197
800	4796	1191
801	4801	1185
802	4807	1179
803	4813	1173
804	4818	1167
805	4823	1161
806	4830	1155
807	4836	1149
808	4841	1143
809	4847	1137
810	4852	1130
811	4858	1124
812	4864	1118
813	4869	1112
814	4875	1106
815	4881	1100
816	4887	1094
817	4893	1088
818	4899	1082
819	4904	1076
820	4910	1070
821	4915	1064
822	4921	1058
823	4926	1052
824	4931	1046
825	4937	1040
826	4943	1034
827	4949	1028
828	4954	1021
829	4960	1016
830	4966	1009
831	4971	1003
832	4976	997
833	4981	991
834	4987	985
835	4994	979
836	4999	973
837	5005	967
838	5011	961
839	5016	955
840	5021	949
841	5028	943
842	5033	937
843	5039	931
844	5044	925
845	5049	919
846	5056	913
847	5061	907
848	5066	901
849	5075	895
850	5081	889
851	5086	883
852	5093	877
853	5098	871
854	5103	865
855	5110	859
856	5116	853
857	5121	847
858	5127	841
859	5132	835
860	5137	829
861	5143	823
862	5148	817
863	5153	811
864	5159	805
865	5164	799
866	5169	793
867	5176	787
868	5182	781
869	5187	775
870	5193	769
871	5198	763
872	5205	757
873	5210	751
874	5215	745
875	5221	739
876	5227	733
877	5233	727
878	5240	721
879	5245	715
880	5250	709
881	5256	703
882	5261	697
883	5267	691
884	5272	685
885	5277	679
886	5283	673
887	5289	667
888	5295	661
889	5300	655
890	5307	649
891	5312	643
892	5318	637
893	5323	631
894	5328	625
895	5334	619
896	5339	613
897	5344	607
898	5351	601
899	5357	595
900	5362	589
901	5369	583
902	5375	577
903	5380	571
904	5386	565
905	5391	559
906	5396	553
907	5402	547
908	5407	541
909	5413	535
910	5419	529
911	5424	523
912	5430	517
913	5438	511
914	5444	505
915	5450	499
916	5456	493
917	5461	487
918	5467	481
919	5473	475
920	5478	469
921	5484	463
922	5489	457
923	5494	451
924	5500	446
925	5505	439
926	5511	434
927	5517	428
928	5523	422
929	5529	416
930	5534	410
931	5540	404
932	5545	398
933	5551	392
934	5556	386
935	5561	380
936	5568	374
937	5573	368
938	5579	362
939	5586	356
940	5592	350
941	5597	344
942	5602	338
943	5608	332
944	5613	326
945	5619	320
946	5624	314
947	5630	308
948	5636	302
949	5641	296
950	5648	291
951	5653	285
952	5659	279
953	5664	273
954	5670	267
955	5675	261
956	5680	255
957	5686	249
958	5691	243
959	5697	237
960	5702	231
961	5708	225
962	5715	219
963	5720	213
964	5725	207
965	5731	201
966	5737	195
967	5742	189
968	5747	183
969	5752	177
970	5758	171
971	5763	166
972	5769	160
973	5774	154
974	5781	148
975	5787	142
976	5792	136
977	5799	130
978	5804	124
979	5809	118
980	5815	112
981	5820	106
982	5825	100
983	5830	94
984	5836	88
985	5841	82
986	5847	77
987	5852	71
988	5858	65
989	5864	59
990	5869	53
991	5875	47
992	5880	41
993	5886	35
994	5891	29
995	5896	23
996	5902	17
997	5907	11
998	5913	5
999	5918	0
