iter	Passed	Remaining
0	5	110
1	10	96
2	12	72
3	15	63
4	17	53
5	20	48
6	24	44
7	26	39
8	29	36
9	32	32
10	34	28
11	38	25
12	40	21
13	43	18
14	46	15
15	49	12
16	51	9
17	53	5
18	56	2
19	58	0
