iter	Logloss
0	0.6564400573
1	0.6456917851
2	0.6422104388
3	0.6408763759
4	0.639468904
5	0.6387137779
6	0.6382805835
7	0.6382434881
8	0.6375673779
9	0.6373563784
10	0.6365424207
11	0.6359688819
12	0.6358506883
13	0.6357019349
14	0.6355333718
15	0.6354979641
16	0.6353321757
17	0.6352859325
18	0.6352296596
19	0.6351576936
