iter	Passed	Remaining
0	74	1417
1	92	830
2	110	624
3	128	512
4	144	433
5	160	375
6	176	328
7	187	280
8	203	248
9	221	221
10	238	194
11	252	168
12	269	144
13	286	122
14	300	100
15	317	79
16	334	59
17	351	39
18	366	19
19	382	0
